Date,APOLLOHOSP.NS,COLPAL.NS,DLF.NS,HDFCBANK.NS,ICICIBANK.NS,KPITTECH.NS,NMDC.NS,ONGC.NS,POWERGRID.NS,TATAPOWER.NS
2022-02-14 00:00:00+00:00,4486.35009765625,1413.300048828125,355.04998779296875,1473.699951171875,753.7000122070312,539.75,117.4101333618164,166.1999969482422,151.3874969482422,220.5
2022-02-15 00:00:00+00:00,4663.39990234375,1425.449951171875,371.54998779296875,1517.800048828125,776.0499877929688,576.75,114.75831604003906,164.14999389648438,152.58749389648438,230.39999389648438
2022-02-16 00:00:00+00:00,4584.7998046875,1428.4000244140625,367.8500061035156,1515.75,764.0499877929688,592.3499755859375,117.3717041015625,168.5500030517578,147.22500610351562,231.35000610351562
2022-02-17 00:00:00+00:00,4564.7001953125,1420.199951171875,365.6000061035156,1506.5,750.3499755859375,577.3499755859375,111.18413543701172,171.75,147.75,227.75
2022-02-18 00:00:00+00:00,4471.5498046875,1410.449951171875,359.6499938964844,1512.3499755859375,748.9000244140625,561.25,109.26252746582031,167.89999389648438,146.77499389648438,225.75
2022-02-21 00:00:00+00:00,4426.64990234375,1410.9000244140625,346.5,1522.0999755859375,754.4500122070312,540.5999755859375,107.64837646484375,163.39999389648438,148.6125030517578,225.0
2022-02-22 00:00:00+00:00,4576.0498046875,1422.800048828125,324.3500061035156,1510.699951171875,751.2999877929688,571.75,107.64837646484375,164.9499969482422,148.6125030517578,222.64999389648438
2022-02-23 00:00:00+00:00,4610.7998046875,1432.25,344.20001220703125,1500.9000244140625,744.5999755859375,571.3499755859375,109.72370910644531,160.75,148.53750610351562,221.1999969482422
2022-02-24 00:00:00+00:00,4381.9501953125,1397.3499755859375,320.5,1419.4000244140625,707.4000244140625,543.3499755859375,103.34397888183594,156.64999389648438,143.3249969482422,204.3000030517578
2022-02-25 00:00:00+00:00,4633.4501953125,1409.75,348.79998779296875,1456.0999755859375,730.0499877929688,566.2000122070312,108.37858581542969,159.5,147.97500610351562,220.0
2022-02-28 00:00:00+00:00,4802.7998046875,1450.4000244140625,350.75,1426.25,742.7000122070312,568.5,110.03116607666016,160.64999389648438,156.8625030517578,223.0500030517578
2022-03-02 00:00:00+00:00,4861.25,1447.5,346.8500061035156,1374.25,714.8499755859375,564.0499877929688,116.14187622070312,162.9499969482422,158.1750030517578,225.39999389648438
2022-03-03 00:00:00+00:00,4917.7998046875,1441.3499755859375,339.04998779296875,1371.0,698.2999877929688,567.0999755859375,117.29483795166016,170.3000030517578,163.3874969482422,226.60000610351562
2022-03-04 00:00:00+00:00,4747.25,1439.300048828125,327.6000061035156,1366.5,688.0499877929688,546.2000122070312,113.83594512939453,165.25,161.28750610351562,221.4499969482422
2022-03-07 00:00:00+00:00,4664.35009765625,1401.25,313.6000061035156,1324.800048828125,653.75,542.2000122070312,117.64073181152344,186.9499969482422,159.60000610351562,216.1999969482422
2022-03-08 00:00:00+00:00,4722.25,1430.4000244140625,329.6000061035156,1327.800048828125,665.0,553.7999877929688,117.7944564819336,179.10000610351562,159.2624969482422,226.9499969482422
2022-03-09 00:00:00+00:00,4710.9501953125,1449.050048828125,339.20001220703125,1371.1500244140625,667.4500122070312,577.2999877929688,117.44857025146484,175.39999389648438,156.0749969482422,229.25
2022-03-10 00:00:00+00:00,4769.7001953125,1496.949951171875,354.6499938964844,1392.699951171875,676.5999755859375,589.5,117.7944564819336,174.35000610351562,156.6374969482422,232.25
2022-03-11 00:00:00+00:00,4854.10009765625,1498.5,353.75,1396.800048828125,677.9000244140625,577.7999877929688,120.90745544433594,175.6999969482422,159.33749389648438,233.14999389648438
2022-03-14 00:00:00+00:00,4923.5,1518.9000244140625,343.3999938964844,1442.550048828125,696.1500244140625,565.5,120.10038757324219,171.8000030517578,160.0500030517578,231.5500030517578
2022-03-15 00:00:00+00:00,4812.9501953125,1518.5,341.1499938964844,1424.0,697.3499755859375,561.1500244140625,113.41319274902344,163.75,157.2375030517578,227.39999389648438
2022-03-16 00:00:00+00:00,4943.64990234375,1530.6500244140625,355.5,1448.1500244140625,708.0,576.75,115.71912384033203,167.3000030517578,157.0124969482422,230.4499969482422
2022-03-17 00:00:00+00:00,4839.89990234375,1533.75,363.04998779296875,1480.050048828125,720.0999755859375,584.75,116.29560089111328,170.3000030517578,158.66250610351562,231.75
2022-03-21 00:00:00+00:00,4767.39990234375,1521.199951171875,353.8999938964844,1486.5,710.75,591.7999877929688,116.48776245117188,172.5500030517578,153.6750030517578,227.9499969482422
2022-03-22 00:00:00+00:00,4677.60009765625,1505.0999755859375,358.6499938964844,1494.1500244140625,718.2000122070312,601.0,116.56462860107422,175.4499969482422,156.52499389648438,231.39999389648438
2022-03-23 00:00:00+00:00,4608.2001953125,1527.800048828125,356.95001220703125,1479.25,718.2999877929688,598.6500244140625,116.14187622070312,175.60000610351562,157.5749969482422,234.3000030517578
2022-03-24 00:00:00+00:00,4628.5498046875,1508.699951171875,356.6000061035156,1442.6500244140625,704.2000122070312,602.3499755859375,120.75373077392578,177.4499969482422,158.0625,239.5
2022-03-25 00:00:00+00:00,4683.2001953125,1518.6500244140625,365.1000061035156,1430.9000244140625,699.25,592.2999877929688,120.79216003417969,175.8000030517578,157.2375030517578,241.35000610351562
2022-03-28 00:00:00+00:00,4658.60009765625,1519.0999755859375,363.79998779296875,1432.800048828125,710.3499755859375,574.5499877929688,124.05889129638672,176.35000610351562,159.22500610351562,239.60000610351562
2022-03-29 00:00:00+00:00,4613.75,1523.4000244140625,372.95001220703125,1451.800048828125,715.2999877929688,572.4500122070312,122.13728332519531,171.0,158.47500610351562,239.10000610351562
2022-03-30 00:00:00+00:00,4614.7998046875,1530.5,382.8500061035156,1476.949951171875,730.9000244140625,597.5999755859375,122.36788177490234,162.0,162.8249969482422,241.6999969482422
2022-03-31 00:00:00+00:00,4516.10009765625,1542.25,380.45001220703125,1470.3499755859375,730.2999877929688,601.0499877929688,124.94283294677734,163.89999389648438,162.60000610351562,238.64999389648438
2022-04-01 00:00:00+00:00,4506.89990234375,1549.5999755859375,385.95001220703125,1506.0,736.25,608.25,128.01739501953125,167.9499969482422,168.78750610351562,245.4499969482422
2022-04-04 00:00:00+00:00,4564.9501953125,1562.25,387.29998779296875,1656.800048828125,746.5999755859375,623.0499877929688,130.8613739013672,168.0500030517578,170.5500030517578,251.9499969482422
2022-04-05 00:00:00+00:00,4554.25,1586.699951171875,394.20001220703125,1608.25,741.7999877929688,622.7000122070312,129.59312438964844,171.85000610351562,174.78750610351562,273.6000061035156
2022-04-06 00:00:00+00:00,4511.75,1591.300048828125,398.04998779296875,1550.8499755859375,741.5999755859375,621.5999755859375,132.32179260253906,172.8000030517578,177.4875030517578,289.79998779296875
2022-04-07 00:00:00+00:00,4536.5,1586.949951171875,401.25,1516.75,748.5499877929688,601.5999755859375,131.13040161132812,168.85000610351562,173.5124969482422,277.79998779296875
2022-04-08 00:00:00+00:00,4606.14990234375,1564.6500244140625,396.1000061035156,1514.6500244140625,754.2999877929688,615.2999877929688,134.0896759033203,170.89999389648438,174.4499969482422,278.1000061035156
2022-04-11 00:00:00+00:00,4662.14990234375,1560.75,403.20001220703125,1496.1500244140625,759.5999755859375,598.8499755859375,133.66693115234375,171.1999969482422,173.1750030517578,282.8999938964844
2022-04-12 00:00:00+00:00,4626.2998046875,1541.949951171875,393.54998779296875,1493.5,763.8499755859375,569.9000244140625,130.4001922607422,168.89999389648438,174.8249969482422,275.1499938964844
2022-04-13 00:00:00+00:00,4744.4501953125,1530.6500244140625,391.29998779296875,1464.949951171875,762.25,572.0499877929688,128.82447814941406,174.25,172.125,273.1000061035156
2022-04-18 00:00:00+00:00,4554.5,1544.4000244140625,388.8500061035156,1395.449951171875,757.7999877929688,547.3499755859375,129.3240966796875,175.8000030517578,173.3249969482422,257.8999938964844
2022-04-19 00:00:00+00:00,4816.35009765625,1502.5999755859375,377.79998779296875,1342.199951171875,766.2999877929688,546.0999755859375,130.05430603027344,177.14999389648438,170.8874969482422,246.4499969482422
2022-04-20 00:00:00+00:00,4780.9501953125,1526.25,377.70001220703125,1354.300048828125,755.5499877929688,544.6500244140625,130.66921997070312,175.5,170.25,249.64999389648438
2022-04-21 00:00:00+00:00,4885.25,1556.949951171875,389.8500061035156,1374.3499755859375,762.3499755859375,545.2000122070312,130.6307830810547,174.14999389648438,170.4375,258.8500061035156
2022-04-22 00:00:00+00:00,4813.7001953125,1602.3499755859375,379.70001220703125,1355.5999755859375,747.6500244140625,542.4000244140625,128.2864227294922,174.0,169.08749389648438,253.10000610351562
2022-04-25 00:00:00+00:00,4676.0498046875,1610.75,364.0,1365.75,752.2000122070312,524.3499755859375,122.13728332519531,169.64999389648438,167.1374969482422,247.35000610351562
2022-04-26 00:00:00+00:00,4624.0498046875,1625.0,378.79998779296875,1372.050048828125,753.75,521.4000244140625,123.36711120605469,166.9499969482422,173.6999969482422,248.85000610351562
2022-04-27 00:00:00+00:00,4522.9501953125,1636.0,375.75,1372.550048828125,736.7000122070312,586.5499877929688,123.02122497558594,164.85000610351562,171.97500610351562,247.35000610351562
2022-04-28 00:00:00+00:00,4537.85009765625,1646.949951171875,379.6499938964844,1371.3499755859375,747.1500244140625,573.75,125.0965576171875,164.8000030517578,176.6999969482422,248.25
2022-04-29 00:00:00+00:00,4454.35009765625,1654.550048828125,371.8500061035156,1384.5999755859375,743.2999877929688,553.8499755859375,123.48241424560547,160.4499969482422,170.8125,242.35000610351562
2022-05-02 00:00:00+00:00,4304.75,1643.0,367.54998779296875,1403.699951171875,741.0,537.4500122070312,123.25181579589844,156.35000610351562,173.66250610351562,248.5
2022-05-04 00:00:00+00:00,4013.300048828125,1616.800048828125,348.3999938964844,1356.0,724.25,530.2000122070312,120.40784454345703,162.25,178.1999969482422,244.9499969482422
2022-05-05 00:00:00+00:00,3949.10009765625,1571.0999755859375,340.0,1352.949951171875,728.7999877929688,548.4000244140625,120.67686462402344,164.85000610351562,175.3125,247.5
2022-05-06 00:00:00+00:00,3827.35009765625,1581.0999755859375,329.1499938964844,1317.5999755859375,719.25,542.6500244140625,117.1795425415039,166.9499969482422,178.8000030517578,245.1999969482422
2022-05-09 00:00:00+00:00,3766.35009765625,1581.199951171875,327.20001220703125,1319.8499755859375,710.3499755859375,523.2000122070312,113.91281127929688,164.75,183.8625030517578,230.0
2022-05-10 00:00:00+00:00,3686.89990234375,1589.9000244140625,318.20001220703125,1341.050048828125,711.2999877929688,509.45001220703125,108.26329040527344,154.4499969482422,182.7375030517578,222.14999389648438
2022-05-11 00:00:00+00:00,3679.64990234375,1576.0,326.25,1348.5999755859375,714.2000122070312,483.95001220703125,109.6852798461914,158.60000610351562,179.39999389648438,226.5
2022-05-12 00:00:00+00:00,3580.85009765625,1565.4000244140625,322.20001220703125,1303.050048828125,695.7999877929688,480.04998779296875,105.76520538330078,156.5,176.9250030517578,219.0500030517578
2022-05-13 00:00:00+00:00,3547.800048828125,1602.449951171875,318.8999938964844,1291.3499755859375,677.3499755859375,496.6499938964844,104.61223602294922,153.5500030517578,177.22500610351562,222.8000030517578
2022-05-16 00:00:00+00:00,3686.75,1581.1500244140625,327.3500061035156,1305.0999755859375,683.0,509.3999938964844,105.95735931396484,153.5,176.39999389648438,226.60000610351562
2022-05-17 00:00:00+00:00,3813.14990234375,1575.3499755859375,334.1000061035156,1314.0,710.0,504.29998779296875,110.5307846069336,163.14999389648438,178.9875030517578,241.14999389648438
2022-05-18 00:00:00+00:00,3735.0,1606.050048828125,324.95001220703125,1313.9000244140625,707.3499755859375,516.1500244140625,109.56998443603516,163.1999969482422,170.9250030517578,237.6999969482422
2022-05-19 00:00:00+00:00,3631.800048828125,1564.5999755859375,320.6000061035156,1287.050048828125,690.2999877929688,502.1000061035156,107.68680572509766,160.0,171.22500610351562,228.4499969482422
2022-05-20 00:00:00+00:00,3668.0,1586.9000244140625,331.5,1320.949951171875,709.5499877929688,507.6499938964844,112.56768798828125,161.89999389648438,171.78750610351562,233.25
2022-05-23 00:00:00+00:00,3716.949951171875,1585.050048828125,330.8999938964844,1304.0,711.0499877929688,498.45001220703125,98.50153350830078,155.10000610351562,168.4499969482422,229.8000030517578
2022-05-24 00:00:00+00:00,3631.64990234375,1551.050048828125,324.5,1318.949951171875,708.1500244140625,486.95001220703125,97.15641021728516,150.64999389648438,170.25,227.0
2022-05-25 00:00:00+00:00,3524.300048828125,1571.25,312.0,1328.800048828125,713.3499755859375,456.5,93.0441665649414,152.60000610351562,168.6374969482422,220.89999389648438
2022-05-26 00:00:00+00:00,3662.800048828125,1609.050048828125,319.8500061035156,1366.699951171875,728.5,460.29998779296875,96.77208709716797,151.89999389648438,170.39999389648438,221.4499969482422
2022-05-27 00:00:00+00:00,3861.75,1592.300048828125,324.54998779296875,1392.050048828125,739.7999877929688,476.1000061035156,96.04187774658203,143.8000030517578,168.52499389648438,224.64999389648438
2022-05-30 00:00:00+00:00,3891.949951171875,1608.8499755859375,346.8500061035156,1401.550048828125,748.5,521.7000122070312,95.23480224609375,144.0500030517578,171.1875,233.25
2022-05-31 00:00:00+00:00,3979.300048828125,1627.199951171875,345.54998779296875,1388.949951171875,752.8499755859375,530.2999877929688,96.92581176757812,151.25,174.6750030517578,235.14999389648438
2022-06-01 00:00:00+00:00,3839.0,1623.8499755859375,337.0,1394.8499755859375,752.6500244140625,543.7000122070312,97.19483947753906,149.75,171.89999389648438,232.75
2022-06-02 00:00:00+00:00,3645.25,1589.699951171875,340.25,1385.0999755859375,749.75,537.0,98.23250579833984,152.4499969482422,169.16250610351562,234.1999969482422
2022-06-03 00:00:00+00:00,3588.800048828125,1562.800048828125,330.6499938964844,1380.300048828125,744.2999877929688,552.2999877929688,97.5022964477539,151.60000610351562,169.5,231.0500030517578
2022-06-06 00:00:00+00:00,3633.699951171875,1535.449951171875,326.8500061035156,1378.449951171875,746.75,538.4000244140625,95.7728500366211,153.9499969482422,168.60000610351562,232.25
2022-06-07 00:00:00+00:00,3609.300048828125,1518.199951171875,318.75,1362.5999755859375,735.25,530.3499755859375,94.31243133544922,161.85000610351562,168.75,234.75
2022-06-08 00:00:00+00:00,3636.199951171875,1514.9000244140625,326.20001220703125,1367.4000244140625,729.5,528.7000122070312,95.04264068603516,163.39999389648438,168.41250610351562,233.0
2022-06-09 00:00:00+00:00,3670.050048828125,1518.199951171875,324.8500061035156,1377.699951171875,732.75,525.5,93.77438354492188,165.5500030517578,168.6374969482422,233.0500030517578
2022-06-10 00:00:00+00:00,3700.5,1517.0999755859375,322.1000061035156,1351.0999755859375,720.0,510.0,91.85277557373047,164.64999389648438,168.33749389648438,230.25
2022-06-13 00:00:00+00:00,3651.89990234375,1517.0999755859375,307.70001220703125,1326.5999755859375,688.0,487.20001220703125,87.62523651123047,159.5500030517578,166.7624969482422,219.5
2022-06-14 00:00:00+00:00,3706.199951171875,1507.699951171875,313.8500061035156,1312.0,685.5,470.3500061035156,87.4330825805664,155.9499969482422,167.96249389648438,220.39999389648438
2022-06-15 00:00:00+00:00,3722.699951171875,1516.550048828125,317.1499938964844,1307.449951171875,687.25,481.25,87.6636734008789,151.39999389648438,166.6875,218.9499969482422
2022-06-16 00:00:00+00:00,3663.64990234375,1514.6500244140625,304.04998779296875,1281.300048828125,678.5,469.75,83.01338195800781,143.5500030517578,162.2624969482422,209.8000030517578
2022-06-17 00:00:00+00:00,3701.25,1478.800048828125,302.0,1289.75,686.8499755859375,468.5,83.47457122802734,141.4499969482422,158.5124969482422,210.3000030517578
2022-06-20 00:00:00+00:00,3811.699951171875,1485.800048828125,298.5,1322.1500244140625,685.9500122070312,454.45001220703125,80.4000015258789,134.39999389648438,156.1875,194.89999389648438
2022-06-21 00:00:00+00:00,3808.199951171875,1499.75,315.1000061035156,1336.550048828125,696.0999755859375,470.3999938964844,83.43614196777344,139.10000610351562,157.7624969482422,204.5500030517578
2022-06-22 00:00:00+00:00,3787.75,1488.699951171875,304.29998779296875,1330.25,686.5999755859375,474.95001220703125,79.05487823486328,134.85000610351562,157.9875030517578,201.3000030517578
2022-06-23 00:00:00+00:00,3850.5,1495.8499755859375,313.3999938964844,1335.1500244140625,699.1500244140625,492.8500061035156,80.70745849609375,134.8000030517578,156.41250610351562,202.9499969482422
2022-06-24 00:00:00+00:00,3838.39990234375,1513.75,315.79998779296875,1353.800048828125,713.4500122070312,496.20001220703125,82.66749572753906,137.35000610351562,156.71249389648438,207.89999389648438
2022-06-27 00:00:00+00:00,3794.5,1511.0,318.04998779296875,1356.25,717.3499755859375,504.3999938964844,85.511474609375,141.5,158.66250610351562,208.14999389648438
2022-06-28 00:00:00+00:00,3837.35009765625,1514.199951171875,319.3999938964844,1345.9000244140625,710.2999877929688,516.2999877929688,85.511474609375,149.35000610351562,157.72500610351562,208.64999389648438
2022-06-29 00:00:00+00:00,3713.0,1492.0,318.54998779296875,1343.949951171875,702.75,524.4500122070312,84.16635131835938,154.14999389648438,158.3249969482422,207.3000030517578
2022-06-30 00:00:00+00:00,3683.5,1486.8499755859375,312.70001220703125,1348.0,707.2000122070312,517.6500244140625,83.1671142578125,151.5500030517578,158.9250030517578,202.1999969482422
2022-07-01 00:00:00+00:00,3736.14990234375,1515.4000244140625,323.1499938964844,1353.75,703.9000244140625,499.3500061035156,84.28164672851562,131.0500030517578,154.875,207.0
2022-07-04 00:00:00+00:00,3770.10009765625,1521.5999755859375,324.75,1355.6500244140625,720.0999755859375,500.04998779296875,83.55143737792969,126.0,158.02499389648438,211.4499969482422
2022-07-05 00:00:00+00:00,3817.39990234375,1530.050048828125,322.1000061035156,1352.5999755859375,719.4500122070312,502.54998779296875,83.47457122802734,127.4000015258789,160.6125030517578,212.8000030517578
2022-07-06 00:00:00+00:00,3883.5,1569.1500244140625,329.6000061035156,1371.25,725.9500122070312,504.0,81.66825866699219,120.94999694824219,157.83749389648438,214.0
2022-07-07 00:00:00+00:00,3915.25,1570.0,336.8999938964844,1395.800048828125,742.0,507.29998779296875,84.32007598876953,123.5,159.41250610351562,214.5500030517578
2022-07-08 00:00:00+00:00,3936.14990234375,1566.699951171875,340.3999938964844,1397.0999755859375,755.7000122070312,507.3999938964844,83.74359893798828,121.5,164.10000610351562,220.0500030517578
2022-07-11 00:00:00+00:00,3933.25,1561.449951171875,346.1499938964844,1406.1500244140625,769.5,498.20001220703125,83.78202819824219,125.5,162.78750610351562,220.75
2022-07-12 00:00:00+00:00,3929.699951171875,1537.0,346.79998779296875,1391.800048828125,759.9000244140625,491.6499938964844,79.32389831542969,124.0999984741211,160.125,221.5
2022-07-13 00:00:00+00:00,3868.300048828125,1561.6500244140625,347.45001220703125,1357.8499755859375,753.2000122070312,494.6499938964844,81.13021087646484,124.44999694824219,160.83749389648438,220.75
2022-07-14 00:00:00+00:00,3898.050048828125,1565.4000244140625,348.54998779296875,1351.050048828125,752.4000244140625,483.29998779296875,78.13250732421875,127.1500015258789,161.1374969482422,221.35000610351562
2022-07-15 00:00:00+00:00,3931.699951171875,1570.0,353.6499938964844,1362.050048828125,751.2000122070312,490.70001220703125,76.78738403320312,126.55000305175781,156.97500610351562,225.0
2022-07-18 00:00:00+00:00,3947.10009765625,1552.9000244140625,353.20001220703125,1347.550048828125,772.0,503.3999938964844,79.40076446533203,129.89999389648438,157.6875,227.8000030517578
2022-07-19 00:00:00+00:00,4020.199951171875,1563.5,359.8500061035156,1348.050048828125,780.6500244140625,505.8999938964844,79.82351684570312,127.9000015258789,157.5,228.0
2022-07-20 00:00:00+00:00,4110.25,1573.699951171875,356.3999938964844,1365.050048828125,783.0999755859375,532.5,79.90038299560547,132.5500030517578,156.9375,227.60000610351562
2022-07-21 00:00:00+00:00,4150.0498046875,1606.3499755859375,360.6000061035156,1360.75,786.0,534.4000244140625,80.24626922607422,133.10000610351562,159.22500610351562,230.10000610351562
2022-07-22 00:00:00+00:00,4125.2998046875,1605.9000244140625,360.1499938964844,1392.5,800.0499877929688,533.7000122070312,79.97724914550781,132.4499969482422,157.5,230.85000610351562
2022-07-25 00:00:00+00:00,4189.89990234375,1565.0999755859375,357.3500061035156,1396.5999755859375,800.9000244140625,530.5499877929688,81.20707702636719,129.8000030517578,155.9250030517578,232.5
2022-07-26 00:00:00+00:00,4110.2001953125,1533.5999755859375,360.79998779296875,1393.75,796.2999877929688,520.4000244140625,80.05411529541016,128.1999969482422,156.8249969482422,226.14999389648438
2022-07-27 00:00:00+00:00,4125.60009765625,1563.9000244140625,368.6499938964844,1404.4000244140625,800.5,527.2000122070312,80.32313537597656,128.60000610351562,157.9875030517578,218.0
2022-07-28 00:00:00+00:00,4190.5,1548.8499755859375,382.0,1416.8499755859375,814.5999755859375,536.0,81.16864013671875,130.25,160.64999389648438,218.14999389648438
2022-07-29 00:00:00+00:00,4212.2998046875,1586.550048828125,385.95001220703125,1434.199951171875,818.5999755859375,547.9500122070312,82.85965728759766,134.14999389648438,160.46249389648438,221.89999389648438
2022-08-01 00:00:00+00:00,4288.10009765625,1575.050048828125,384.25,1446.1500244140625,823.4000244140625,546.7000122070312,82.78279113769531,138.39999389648438,164.21249389648438,230.35000610351562
2022-08-02 00:00:00+00:00,4325.89990234375,1585.050048828125,376.6499938964844,1430.25,817.75,532.1500244140625,82.59062957763672,136.6999969482422,166.9499969482422,232.64999389648438
2022-08-03 00:00:00+00:00,4310.0498046875,1589.550048828125,372.20001220703125,1433.5999755859375,824.7999877929688,537.5999755859375,81.4760971069336,135.64999389648438,167.6999969482422,232.5
2022-08-04 00:00:00+00:00,4395.7998046875,1595.0,367.6000061035156,1431.9000244140625,820.25,520.25,82.55220031738281,136.25,165.60000610351562,227.64999389648438
2022-08-05 00:00:00+00:00,4374.10009765625,1614.0999755859375,367.79998779296875,1427.050048828125,838.2000122070312,535.9000244140625,85.24244689941406,136.5,167.7375030517578,232.10000610351562
2022-08-08 00:00:00+00:00,4427.35009765625,1597.25,370.29998779296875,1462.050048828125,836.9500122070312,531.4000244140625,86.93346405029297,136.5,166.4250030517578,228.25
2022-08-10 00:00:00+00:00,4517.14990234375,1585.699951171875,368.5,1466.300048828125,848.75,523.7999877929688,89.16252136230469,133.8000030517578,167.625,228.5
2022-08-11 00:00:00+00:00,4429.64990234375,1575.949951171875,372.54998779296875,1485.699951171875,859.7000122070312,550.5999755859375,89.00879669189453,132.8000030517578,167.1374969482422,229.39999389648438
